4375,"Spicejet",\N,"SG","SEJ","SPICEJET","India","Y"
4388,"Star Flyer",\N,"7G","SFJ","STARFLYER","Japan","Y"
4429,"SATA Air Acores",\N,"SP","SAT","SATA","Portugal","Y"
4435,"Singapore Airlines",\N,"SQ","SIA","SINGAPORE","Singapore","Y"
4436,"Sibaviatrans",\N,"5M","SIB","SIBAVIA","Russia","Y"
4438,"Skynet Airlines",\N,"SI","SIH","BLUEJET","Ireland","Y"
4454,"Sriwijaya Air",\N,"SJ","SJY","SRIWIJAYA","Indonesia","Y"
4475,"South East Asian Airlines",\N,"DG","SRQ","SEAIR","Philippines","Y"
4496,"Skyservice Airlines",\N,"5G","SSV","SKYTOUR","Canada","Y"
4513,"Servicios de Transportes A",\N,"FS","STU","FUEGUINO","Argentina","Y"
4521,"Sudan Airways",\N,"SD","SUD","SUDANAIR","Sudan","Y"
4533,"Saudi Arabian Airlines",\N,"SV","SVA","SAUDIA","Saudi Arabia","Y"
4547,"Southwest Airlines",\N,"WN","SWA","SOUTHWEST","United States","Y"
4550,"Southern Winds Airlines",\N,"A4","SWD","SOUTHERN WINDS","Argentina","Y"
4559,"Swiss International Air Lines","Swiss Airlines","LX","SWR","SWISS","Switzerland","Y"
4573,"SunExpress",\N,"XQ","SXS","SUNEXPRESS","Turkey","Y"
4599,"Shandong Airlines",\N,"SC","CDG","SHANDONG","China","Y"
4608,"Sichuan Airlines",\N,"3U","CSC","SI CHUAN","China","Y"
4609,"Shanghai Airlines",\N,"FM","CSH","SHANGHAI AIR","China","Y"
4611,"Shenzhen Airlines",\N,"ZH","CSZ","SHENZHEN AIR","China","Y"
4687,"Spirit Airlines",\N,"NK","NKS","SPIRIT WINGS","United States","Y"
4691,"SATENA",\N,"9R","NSE","SATENA","Colombia","Y"
4735,"Santa Barbara Airlines",\N,"S3","BBR","SANTA BARBARA","Venezuela","Y"
4737,"Sky Airline",\N,"H2","SKU","AEROSKY","Chile","Y"
4740,"Skymark Airlines",\N,"BC","SKY","SKYMARK","Japan","Y"
4750,"SilkAir",\N,"MI","SLK","SILKAIR","Singapore","Y"
4752,"Surinam Airways",\N,"PY","SLM","SURINAM","Suriname","Y"
4797,"Solomon Airlines",\N,"IE","SOL","SOLOMON","Solomon Islands","Y"
4805,"Saratov Aviation Division",\N,"6W","SOV","SARATOV AIR","Russia","Y"
4808,"Sat Airlines",\N,"HZ","SOZ","SATCO","Kazakhstan","Y"
4822,"Shuttle America",\N,"S5","TCF","MERCURY","United States","Y"
4840,"Scat Air","","DV","VSV","VLASTA","Kazakhstan","Y"
4863,"TAME",\N,"EQ","TAE","TAME","Ecuador","Y"
4867,"TAM Brazilian Airlines",\N,"JJ","TAM","TAM","Brazil","Y"
4869,"TAP Portugal","TAP Air Portugal","TP","TAP","AIR PORTUGAL","Portugal","Y"
4870,"Tunisair",\N,"TU","TAR","TUNAIR","Tunisia","Y"
4897,"Thomas Cook Airlines",\N,"MT","TCX","KESTREL","United Kingdom","Y"
4936,"Tiger Airways",\N,"TR","TGW","GO CAT","Singapore","Y"
4937,"Tiger Airways Australia",\N,"TT","TGW","GO CAT","Australia","Y"
4940,"Thai Airways International",\N,"TG","THA","THAI","Thailand","Y"
4947,"Thai AirAsia","Thai Air Asia","FD","AIQ","THAI ASIA","Thailand","Y"
4951,"Turkish Airlines",\N,"TK","THY","TURKAIR","Turkey","Y"
4965,"Twin Jet",\N,"T7","TJT","TWINJET","France","Y"
5002,"Tiara Air",\N,"3P","TNM","TIARA","Aruba","Y"
5013,"Thomsonfly",\N,"BY","TOM","TOMSON","United Kingdom","Y"
5016,"Tropic Air",\N,"PM","TOS","TROPISER","Belize","Y"
5038,"TransAsia Airways",\N,"GE","TNA","TransAsia","Taiwan","Y"
5039,"Transavia Holland",\N,"HV","TRA","TRANSAVIA","Netherlands","Y"
5041,"TACV",\N,"VR","TCV","CABOVERDE","Portugal","Y"
5067,"Transaero Airlines",\N,"UN","TSO","TRANSOVIET","Russia","Y"
5083,"Turkmenistan Airlines","Turkmenhovayollary","T5","TUA","TURKMENISTAN","Turkmenistan","Y"
5085,"Tuninter",\N,"UG","TUI","","Tunisia","Y"
5097,"Travel Service",\N,"QS","TVS","SKYTRAVEL","Czech Republic","Y"
5133,"TAAG Angola Airlines",\N,"DT","DTA","DTA","Angola","Y"
5156,"TAM Mercosur",\N,"PZ","LAP","PARAGUAYA","Paraguay","Y"
5179,"Tarom",\N,"RO","ROT","TAROM","Romania","Y"
5188,"TRIP Linhas A",\N,"8R","TIB","TRIP","Brazil","Y"
5209,"United Airlines",\N,"UA","UAL","UNITED","United States","Y"
5234,"Ural Airlines",\N,"U6","SVR","SVERDLOVSK AIR","Russia","Y"
5265,"US Airways",\N,"US","USA","U S AIR","United States","Y"
5281,"Uzbekistan Airways",\N,"HY","UZB","UZBEK","Uzbekistan","Y"
5282,"Ukraine International Airlines",\N,"PS","AUI","UKRAINE INTERNATIONAL","Ukraine","Y"
5297,"Valuair",\N,"VF","VLU","VALUAIR","Singapore","Y"
5309,"Vietnam Airlines",\N,"VN","HVN","VIET NAM AIRLINES","Vietnam","Y"
5325,"Volaris",\N,"Y4","VOI","VOLARIS","Mexico","Y"
5331,"Virgin America",\N,"VX","VRD","REDWOOD","United States","Y"
5333,"Virgin Express",\N,"TV","VEX","VIRGIN EXPRESS","Belgium","Y"
5347,"Virgin Atlantic Airways",\N,"VS","VIR","VIRGIN","United Kingdom","Y"
5354,"Varig Log",\N,"LC","VLO","VELOG","Brazil","Y"
5360,"Virgin Australia",\N,"VA","VOZ","VIRGIN","Australia","Y"
5368,"VRG Linhas Aereas","Varig","RG","VRN","VARIG","Brazil","Y"
5399,"WebJet Linhas A",\N,"WJ","WEB","WEB-BRASIL","Brazil","Y"
5416,"WestJet",\N,"WS","WJA","WESTJET","Canada","Y"
5439,"Widerøe",\N,"WF","WIF","WIDEROE","Norway","Y"
5461,"Wizz Air",\N,"W6","WZZ","WIZZ AIR","Hungary","Y"
5479,"XL Airways France",\N,"SE","SEU","STARWAY","France","Y"
5484,"Xiamen Airlines",\N,"MF","CXA","XIAMEN AIR","China","Y"
5496,"Yemenia",\N,"IY","IYE","YEMENI","Yemen","Y"
5521,"Zip",\N,"3J","WZP","ZIPPER","Canada","N"
5523,"Zoom Airlines",\N,"Z4","OOM","ZOOM","Canada","Y"
5651,"Royal Air Cambodge","","VJ","RAC","","Cambodia","Y"
5813,"Air Mandalay","","6T",\N,"Six Tango","Burma","Y"
5982,"Air Busan",\N,"BX","ABL","Air Busan","Republic of Korea","Y"
6557,"Japan Air System","","JD","JAS","Air System","Japan","Y"
8359,"Star Peru (2I)","","2I",\N,"","Peru","Y"
8463,"United Airways","","4H","UBD","UNITED BANGLADESH","Bangladesh","Y"
8576,"Fly540","","5H","FFV","SWIFT TANGO","Kenya","Y"
8745,"Transavia France","","TO","TVF","FRENCH SUN","France","Y"
8809,"Island Air (WP)","","WP","MKU","","United States","Y"
9082,"Uni Air","","B7","UIA","Glory","Taiwan","Y"
9531,"Tajik Air","","7J",\N,"","Tajikistan","Y"
9541,"Air Mozambique","","TM",\N,"","Mozambique","Y"
9620,"Gabon Airlines",\N,"GY","GBK","GABON AIRLINES","Gabon","Y"
9666,"Virgin Pacific","","VH","VNP","","Fiji","Y"
9764,"Zest Air","","Z2",\N,"","Philippines","Y"
9784,"Yangon Airways","","HK",\N,"Hotel Kilo","Burma","Y"
9809,"Eastar Jet","","ZE","ESR","Eastar","South Korea","Y"
9810,"Jin Air","","LJ","JNA","Jin Air","South Korea","Y"
9818,"Air Arabia Maroc","","3O",\N,"Air Arabia","Morocco","Y"
9828,"Ciel Canadien","","YC","YCC","Ciel","Canada","Y"
9829,"Canadian National Airways","","CN","YCP","CaNational","Canada","Y"
10121,"Illinois Airways","","IL","ILW","","United States","N"
10122,"Salzburg arrows","SZA","SZ",\N,"SZA","Austria","Y"
10128,"Dennis Sky","Dennis Sky Holding","DH","DSY","DSY","Israel","Y"
10646,"Birmingham European","","VB",\N,"","United Kingdom","N"
10650,"Pal airlines","","5P",\N,"","Chile","Y"
10675,"Sharp Airlines","","SH","SHA","SHARP","Australia","Y"
10737,"ALAK","","J4",\N,"","Russia","Y"
10739,"Air Choice One","","3E",\N,"","United States","Y"
10741,"China United","","KN",\N,"","China","Y"
10758,"Safi Airlines","","4Q",\N,"","Afghanistan","Y"
10765,"SeaPort Airlines","","K5","SQH","SASQUATCH","United States","Y"
10776,"Salmon Air","","S6",\N,"","United States","Y"
10800,"Star1 Airlines","","V9","HCW","","Lithuania","Y"
10912,"Alaska Seaplane Service","","J5",\N,"","United States","Y"
10955,"MexicanaLink","","I6","MXI","LINK","Mexico","Y"
11741,"Air Antilles Express","","3S",\N,"GREEN BIRD","Guadeloupe","Y"
11763,"Peruvian Airlines","","P9",\N,"","Peru","Y"
11794,"Catovair","","OC",\N,"CATOVAIR","Mauritius","Y"
11806,"Compagnie Africaine d\\'Aviation","","E9",\N,"AFRICOMPANY","Congo (Kinshasa)","Y"
11808,"Zambia Skyways","","K8",\N,"ZAMBIA SKIES","Zambia","Y"
11811,"AlMasria Universal Airlines","","UJ","LMU","ALMASRIA","Egypt","Y"
11814,"SmartLynx Airlines","","6Y",\N,"","Latvia","Y"
11838,"Arik Niger","","Q9","NAK","","Niger","Y"
11857,"Royal Falcon","","RL","RFJ","","Jordan","Y"
11948,"Viking Hellas","","VQ","VKH","DELPHI","Greece","Y"
11963,"Starline.kz","","DZ",\N,"ALUNK","Kazakhstan","Y"
12978,"West Air China","","PN","CHB","WEST CHINA","China","Y"
13088,"NordStar Airlines","","Y7",\N,"","Russia","Y"
13108,"Maldivian","","Q2",\N,"ISLAND AVIATION","Maldives","Y"
13200,"Fuji Dream Airlines","","JH",\N,"FUJI DREAM","Japan","Y"
13335,"Homer Air","Homer Sky","MR","OME","","Germany","Y"
13704,"KSY","Kreta Sky","KY","KSY","KSY","Greece","Y"
13757,"Wizz Air Ukraine","","WU","WAU","WIZZAIR UKRAINE","Ukraine","Y"
13899,"Cambodia Angkor Air (K6)","","K6",\N,"","Cambodia","Y"
13983,"Azul","Azul Linhas Aéreas Brasileiras","AD","AZU","","Brazil","Y"
14061,"LSM Airlines","slowbird","PQ","LOO","slowbird","Russia","Y"
14118,"Genesis","","GK",\N,"","Pakistan","Y"
14485,"Fly Dubai","","FZ","FDB","","United Arab Emirates","Y"
14849,"Aereonautica militare","","JY","AXZ","","Italy","Y"
15814,"UTair-Express","","UR",\N,"","Russia","Y"
15837,"Huaxia","HUAXIA","G5",\N,"","China","Y"
15893,"Marysya Airlines","MARYSYA AIRLINES","M4","1QA","MARSHAK AIR","Russia","Y"
15999,"China SSS","Chunqiu Airlines","9C",\N,"","China","Y"
16120,"ZABAIKAL AIRLINES","ZABAIKAL ","Z6","ZTT","BAIKAL ","Russia","Y"
16133,"Yeti Airways","","YT",\N,"","Nepal","Y"
16136,"Caucasus Airlines","","NS",\N,"","Georgia","Y"
16149,"Windward Islands Airways","","WM",\N,"Winair","Netherlands Antilles","Y"
16150,"TransHolding System","","YO","TYS","","Brazil","Y"
16262,"Fly Colombia ( Interliging Flights )","","3F","3FF","","Colombia","Y"
16415,"Camair-co","","QC",\N,"","Cameroon","Y"
16475,"TUR Avrupa Hava YollarÄ±","TUR European Airways","YI",\N,"TurAvrupa","Turkey","N"
16508,"Baikotovitchestrian Airlines ","","BU","BUU","","American Samoa","Y"
16615,"Mongolian International Air Lines ","Mongol Air ","7M","ZTF","Mongol_AIr ","Mongolia","Y"
16624,"Tway Airlines","","TW","TWB","TWAY AIR","South Korea","Y"
16625,"Papillon Grand Canyon Helicopters","","HI",\N,"","United States","Y"
16660,"AeroWorld ","Sovet Air ","W4","WER","sovet","Russia","Y"
16707,"Hankook Airline","","HN","HNX","HNX","South Korea","Y"
16725,"Marusya Airways","Marusya Air","Y8","MRS","snowball","Russia","Y"
16726,"Era Alaska","","7H","ERR","ERAH","United States","Y"
16844,"BVI Airways","","XV",\N,"","British Virgin Islands","Y"
16882,"Polet Airlines (Priv)","","YQ",\N,"","Russia","Y"
16942,"Mauritania Airlines International","","L6","MAI","","Mauritania","Y"
16960,"Asian Wings Airways","","AW","AWM","Asian Star","Burma","Y"
16963,"Air Arabia Egypt","","E5","RBG","","Egypt","Y"
17023,"Asia Wings","","Y5","AWA","","Kazakhstan","Y"
17083,"Nile Air","","NP","NIA","NILEBIRD","Egypt","Y"
17094,"Senegal Airlines","","DN","SGG","","Senegal","Y"
17095,"Fly 6ix","","6I",\N,"","Sierra Leone","Y"
17099,"Starbow Airlines","","S9",\N,"","Ghana","Y"
17408,"BusinessAir","","8B","BCC","","Thailand","Y"
17519,"SENIC AIRLINES","","YR",\N,"","United States","Y"
17675,"Peach Aviation","","MM",\N,"Air Peach","Japan","Y"
17885,"Interjet (ABC Aerolineas)","","4O",\N,"INTERJET","Mexico","Y"
17891,"Scoot","","TZ","SCO","","Singapore","Y"
18169,"Patriot Airways","","P4",\N,"","United States","Y"
18232,"BQB Lineas Aereas","Buquebus","5Q",\N,"","Uruguay","Y"
18529,"T.J. Air","","TJ","TJA","T.J. Air","United States","Y"
18543,"SkyWork Airlines ","","SX",\N,"SKYFOX","Switzerland","Y"
18553,"Maastricht Airlines","","W2",\N,"","Netherlands","Y"
18700,"SOCHI AIR CHATER","Sochi Air ","Q3","QER","russian doll","Russia","Y"
18732,"Malindo Air","","OD","MXD","Malindo","Malaysia","Y"
18825,"Flightlink Tanzania","Flightlink","Z9",\N,"","Tanzania","Y"
18828,"IzAvia","","I8",\N,"","Russia","Y"
18944,"Insel Air (7I/INC) (Priv)","","7I",\N,"","Netherlands Antilles","Y"
18946,"VivaColombia","","5Z","VVC","","Colombia","Y"
19016,"Apache Air","Apache","ZM","IWA","APACHE","United States","Y"
19305,"Citilink Indonesia","","QG",\N,"SUPERGREEN","Indonesia","Y"
19676,"Rainbow Air Polynesia","Rainbow Air POL","RX","RPO","Rainbow Air","United States","Y"
